DB 0 MOTIF	FILTER_LEN10_0
 -61.0	4
 -60.0	5
 -59.0	2
 -58.0	4
 -57.0	9
 -56.0	1
 -55.0	1
 -54.0	1
 -53.0	7
 -52.0	8
 -51.0	6
 -50.0	10
 -49.0	4
 -48.0	7
 -47.0	4
 -46.0	6
 -45.0	10
 -44.0	9
 -43.0	3
 -42.0	12
 -41.0	7
 -40.0	2
 -39.0	6
 -38.0	6
 -37.0	7
 -36.0	1
 -35.0	2
 -34.0	3
 -33.0	3
 -32.0	3
 -31.0	3
 -30.0	4
 -29.0	3
 -28.0	7
 -27.0	2.5
 -26.0	0
 -25.0	1
 -24.0	1
 -23.0	1
 -22.0	2
 -21.0	1
 -20.0	1
 -19.0	0
 -18.0	0
 -17.0	0
 -16.0	2
 -15.0	0
 -14.0	1
 -13.0	0
 -12.0	1
 -11.0	0
 -10.0	1
  -9.0	0
  -8.0	0
  -7.0	0
  -6.0	0
  -5.0	0
  -4.0	0
  -3.0	0
  -2.0	1
  -1.0	1
   0.0	0
   1.0	1
   2.0	0
   3.0	0
   4.0	0
   5.0	0
   6.0	0
   7.0	0
   8.0	0
   9.0	0
  10.0	0
  11.0	0
  12.0	0
  13.0	0
  14.0	1
  15.0	0
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
DB 0 MOTIF	FILTER_LEN20_212
 -80.0	3
 -79.0	7
 -78.0	4
 -77.0	5
 -76.0	4
 -75.0	6
 -74.0	1
 -73.0	4
 -72.0	7
 -71.0	5
 -70.0	2
 -69.0	8
 -68.0	7
 -67.0	7
 -66.0	12
 -65.0	8
 -64.0	1
 -63.0	4
 -62.0	6
 -61.0	2
 -60.0	4
 -59.0	6
 -58.0	6
 -57.0	5
 -56.0	4
 -55.0	5
 -54.0	4
 -53.0	12
 -52.0	13
 -51.0	14
 -50.0	7
 -49.0	12
 -48.0	6
 -47.0	5
 -46.0	10
 -45.0	8
 -44.0	6
 -43.0	4
 -42.0	17
 -41.0	10
 -40.0	7
 -39.0	3
 -38.0	10
 -37.0	6
 -36.0	8
 -35.0	8
 -34.0	5
 -33.0	4
 -32.0	4
 -31.0	9
 -30.0	8
 -29.0	2
 -28.0	4
 -27.0	6
 -26.0	3
 -25.0	6
 -24.0	4
 -23.0	7
 -22.0	4
 -21.0	7
 -20.0	4
 -19.0	1
 -18.0	3
 -17.0	8
 -16.0	2
 -15.0	2
 -14.0	2
 -13.0	0
 -12.0	0
 -11.0	1
 -10.0	4
  -9.0	2
  -8.0	3
  -7.0	0
  -6.0	2
  -5.0	1
  -4.0	1
  -3.0	0
  -2.0	0
  -1.0	2
   0.0	0
   1.0	0
   2.0	0
   3.0	0
   4.0	1
   5.0	0
   6.0	0
   7.0	0
   8.0	0
   9.0	1
  10.0	0
  11.0	0
  12.0	0
  13.0	0
  14.0	0
  15.0	1
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	1
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
DB 0 MOTIF	FILTER_LEN20_213
 -80.0	6.5
 -79.0	0
 -78.0	2
 -77.0	3
 -76.0	8
 -75.0	3
 -74.0	2
 -73.0	1
 -72.0	1
 -71.0	3
 -70.0	0
 -69.0	2
 -68.0	5
 -67.0	2
 -66.0	2
 -65.0	3
 -64.0	0
 -63.0	2
 -62.0	1
 -61.0	3
 -60.0	3
 -59.0	2
 -58.0	3
 -57.0	3
 -56.0	2
 -55.0	2
 -54.0	2
 -53.0	3
 -52.0	3
 -51.0	1
 -50.0	6
 -49.0	5
 -48.0	5
 -47.0	3
 -46.0	2
 -45.0	1
 -44.0	3
 -43.0	7
 -42.0	1
 -41.0	7
 -40.0	4
 -39.0	6
 -38.0	4.5
 -37.0	1
 -36.0	4
 -35.0	5
 -34.0	8
 -33.0	1
 -32.0	6
 -31.0	4
 -30.0	6
 -29.0	2
 -28.0	0
 -27.0	2
 -26.0	1
 -25.0	0
 -24.0	1
 -23.0	0
 -22.0	0
 -21.0	0
 -20.0	2
 -19.0	0
 -18.0	1
 -17.0	1
 -16.0	1
 -15.0	0
 -14.0	1
 -13.0	1
 -12.0	1
 -11.0	0
 -10.0	0
  -9.0	0
  -8.0	0
  -7.0	1
  -6.0	0
  -5.0	0
  -4.0	1
  -3.0	0
  -2.0	0
  -1.0	1
   0.0	0
   1.0	0
   2.0	1
   3.0	0
   4.0	0
   5.0	0
   6.0	1
   7.0	2
   8.0	0
   9.0	1
  10.0	1
  11.0	0
  12.0	0
  13.0	0
  14.0	0
  15.0	0
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	1
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	1
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
DB 0 MOTIF	FILTER_LEN20_214
 -80.0	4
 -79.0	4
 -78.0	2
 -77.0	3
 -76.0	2
 -75.0	4
 -74.0	4
 -73.0	2
 -72.0	2
 -71.0	3
 -70.0	2
 -69.0	3
 -68.0	4
 -67.0	3
 -66.0	5
 -65.0	2
 -64.0	1
 -63.0	3
 -62.0	1
 -61.0	5
 -60.0	6
 -59.0	4
 -58.0	4
 -57.0	4
 -56.0	2
 -55.0	6
 -54.0	5
 -53.0	2
 -52.0	5
 -51.0	5
 -50.0	3
 -49.0	9
 -48.0	11
 -47.0	7
 -46.0	9
 -45.0	5
 -44.0	5
 -43.0	9
 -42.0	6
 -41.0	5
 -40.0	3
 -39.0	5
 -38.0	7
 -37.0	3
 -36.0	1
 -35.0	5
 -34.0	1
 -33.0	0
 -32.0	3
 -31.0	1
 -30.0	6
 -29.0	4
 -28.0	5
 -27.0	2
 -26.0	0
 -25.0	2
 -24.0	2
 -23.0	0
 -22.0	0
 -21.0	1
 -20.0	0
 -19.0	4
 -18.0	0
 -17.0	0
 -16.0	0
 -15.0	2
 -14.0	1
 -13.0	2
 -12.0	0
 -11.0	0
 -10.0	2
  -9.0	0
  -8.0	0
  -7.0	0
  -6.0	1
  -5.0	2
  -4.0	0
  -3.0	0
  -2.0	2
  -1.0	0
   0.0	0
   1.0	1
   2.0	0
   3.0	0
   4.0	0
   5.0	0
   6.0	0
   7.0	0
   8.0	1
   9.0	1
  10.0	0
  11.0	0
  12.0	0
  13.0	0
  14.0	1
  15.0	0
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	1
  25.0	5
  26.0	0
  27.0	1
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
DB 0 MOTIF	FILTER_LEN20_215
 -80.0	5
 -79.0	3
 -78.0	4
 -77.0	2
 -76.0	2
 -75.0	1
 -74.0	4
 -73.0	4
 -72.0	1
 -71.0	6
 -70.0	2
 -69.0	2
 -68.0	4
 -67.0	4
 -66.0	3
 -65.0	1
 -64.0	3
 -63.0	5
 -62.0	3
 -61.0	8
 -60.0	2
 -59.0	2
 -58.0	1
 -57.0	6
 -56.0	6
 -55.0	6
 -54.0	3
 -53.0	4
 -52.0	3
 -51.0	2
 -50.0	6
 -49.0	6
 -48.0	4
 -47.0	2
 -46.0	1
 -45.0	5
 -44.0	4
 -43.0	6
 -42.0	6
 -41.0	4
 -40.0	4
 -39.0	1
 -38.0	4
 -37.0	1
 -36.0	4
 -35.0	6
 -34.0	3
 -33.0	5
 -32.0	4
 -31.0	11
 -30.0	9
 -29.0	13
 -28.0	5
 -27.0	6
 -26.0	7
 -25.0	5
 -24.0	2
 -23.0	5
 -22.0	2
 -21.0	7
 -20.0	8
 -19.0	6
 -18.0	1
 -17.0	2
 -16.0	3
 -15.0	1
 -14.0	3
 -13.0	7
 -12.0	1
 -11.0	3
 -10.0	2
  -9.0	1
  -8.0	0
  -7.0	0
  -6.0	1
  -5.0	1
  -4.0	1
  -3.0	1
  -2.0	0
  -1.0	0
   0.0	0
   1.0	0
   2.0	1
   3.0	0
   4.0	1
   5.0	0
   6.0	0
   7.0	0
   8.0	0
   9.0	1
  10.0	0
  11.0	0
  12.0	0
  13.0	0
  14.0	1
  15.0	0
  16.0	0
  17.0	0
  18.0	1
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
DB 0 MOTIF	FILTER_LEN20_216
 -80.0	8
 -79.0	3
 -78.0	2
 -77.0	4
 -76.0	7
 -75.0	4
 -74.0	6
 -73.0	3
 -72.0	6
 -71.0	3
 -70.0	6
 -69.0	5
 -68.0	5
 -67.0	5
 -66.0	12
 -65.0	1
 -64.0	7
 -63.0	5.5
 -62.0	0
 -61.0	4
 -60.0	5
 -59.0	6
 -58.0	6
 -57.0	5
 -56.0	7
 -55.0	6
 -54.0	4
 -53.0	6
 -52.0	11
 -51.0	7
 -50.0	4
 -49.0	6
 -48.0	4.5
 -47.0	6
 -46.0	3
 -45.0	10
 -44.0	6
 -43.0	14
 -42.0	6
 -41.0	5
 -40.0	6
 -39.0	8.5
 -38.0	11
 -37.0	6
 -36.0	9
 -35.0	4
 -34.0	6
 -33.0	5
 -32.0	3
 -31.0	8
 -30.0	4
 -29.0	5
 -28.0	2
 -27.0	4
 -26.0	6
 -25.0	3
 -24.0	7
 -23.0	12
 -22.0	2
 -21.0	2
 -20.0	3
 -19.0	3
 -18.0	0
 -17.0	4
 -16.0	1
 -15.0	3
 -14.0	2
 -13.0	1
 -12.0	2
 -11.0	5
 -10.0	1
  -9.0	2
  -8.0	1
  -7.0	1
  -6.0	1
  -5.0	1
  -4.0	1
  -3.0	0
  -2.0	2
  -1.0	0
   0.0	1.5
   1.0	1
   2.0	1
   3.0	0
   4.0	1
   5.0	0
   6.0	1
   7.0	0
   8.0	1
   9.0	0
  10.0	0
  11.0	0
  12.0	0
  13.0	0
  14.0	0
  15.0	0
  16.0	0
  17.0	0
  18.0	1
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	1
  29.0	2
  30.0	1
  31.0	0
  32.0	0
  33.0	1
  34.0	0
  35.0	0
  36.0	1
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	1
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
DB 0 MOTIF	FILTER_LEN20_217
 -80.0	8
 -79.0	6
 -78.0	6.5
 -77.0	3
 -76.0	5
 -75.0	3
 -74.0	3
 -73.0	2
 -72.0	2
 -71.0	3
 -70.0	6
 -69.0	6
 -68.0	3
 -67.0	7
 -66.0	5
 -65.0	1
 -64.0	2
 -63.0	5
 -62.0	6
 -61.0	11
 -60.0	11
 -59.0	8
 -58.0	5
 -57.0	10
 -56.0	7
 -55.0	4
 -54.0	9
 -53.0	8
 -52.0	6
 -51.0	4
 -50.0	7
 -49.0	9
 -48.0	7
 -47.0	3
 -46.0	6
 -45.0	2
 -44.0	5
 -43.0	6
 -42.0	7
 -41.0	6
 -40.0	3
 -39.0	5
 -38.0	3
 -37.0	2
 -36.0	5.5
 -35.0	5
 -34.0	2
 -33.0	6
 -32.0	5
 -31.0	5
 -30.0	3
 -29.0	3
 -28.0	4
 -27.0	3
 -26.0	6
 -25.0	4
 -24.0	3
 -23.0	2
 -22.0	3
 -21.0	3
 -20.0	3
 -19.0	3
 -18.0	1
 -17.0	3
 -16.0	2
 -15.0	5
 -14.0	3
 -13.0	1
 -12.0	0
 -11.0	1
 -10.0	2
  -9.0	0
  -8.0	8
  -7.0	1
  -6.0	4
  -5.0	1
  -4.0	5
  -3.0	0
  -2.0	1
  -1.0	0
   0.0	1
   1.0	1
   2.0	0
   3.0	0
   4.0	0
   5.0	0
   6.0	3
   7.0	1
   8.0	1
   9.0	0
  10.0	1
  11.0	0
  12.0	1
  13.0	0
  14.0	1
  15.0	0
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	1
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
DB 0 MOTIF	FILTER_LEN20_218
 -80.0	1
 -79.0	2
 -78.0	3
 -77.0	6
 -76.0	3
 -75.0	5
 -74.0	2
 -73.0	1
 -72.0	4
 -71.0	1
 -70.0	2
 -69.0	2
 -68.0	2
 -67.0	4
 -66.0	3
 -65.0	1
 -64.0	3
 -63.0	2
 -62.0	2
 -61.0	0
 -60.0	1
 -59.0	0
 -58.0	2
 -57.0	1
 -56.0	0
 -55.0	1
 -54.0	2
 -53.0	1
 -52.0	2
 -51.0	3
 -50.0	4
 -49.0	1
 -48.0	2
 -47.0	1
 -46.0	2
 -45.0	2
 -44.0	1
 -43.0	3
 -42.0	1
 -41.0	1
 -40.0	2
 -39.0	2
 -38.0	2
 -37.0	2
 -36.0	2
 -35.0	2
 -34.0	1
 -33.0	1
 -32.0	0
 -31.0	1
 -30.0	1
 -29.0	0
 -28.0	0
 -27.0	1
 -26.0	0
 -25.0	0
 -24.0	0
 -23.0	2
 -22.0	0
 -21.0	1
 -20.0	6
 -19.0	2
 -18.0	0
 -17.0	1
 -16.0	0
 -15.0	0
 -14.0	0
 -13.0	0
 -12.0	1
 -11.0	1
 -10.0	0
  -9.0	0
  -8.0	0
  -7.0	1
  -6.0	1
  -5.0	0
  -4.0	0
  -3.0	0
  -2.0	0
  -1.0	0
   0.0	0
   1.0	0
   2.0	0
   3.0	0
   4.0	0
   5.0	2
   6.0	0
   7.0	0
   8.0	0
   9.0	0
  10.0	0
  11.0	0
  12.0	0
  13.0	0
  14.0	0
  15.0	0
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	1
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
DB 0 MOTIF	FILTER_LEN20_219
 -80.0	2
 -79.0	2
 -78.0	3
 -77.0	5
 -76.0	6
 -75.0	1
 -74.0	10
 -73.0	5
 -72.0	6
 -71.0	4
 -70.0	4
 -69.0	6
 -68.0	4
 -67.0	5
 -66.0	5
 -65.0	8
 -64.0	3
 -63.0	5
 -62.0	3
 -61.0	2
 -60.0	7
 -59.0	8
 -58.0	7
 -57.0	9
 -56.0	2
 -55.0	10
 -54.0	7
 -53.0	5
 -52.0	4
 -51.0	7
 -50.0	5
 -49.0	6
 -48.0	7
 -47.0	11
 -46.0	5
 -45.0	4
 -44.0	10
 -43.0	2
 -42.0	5
 -41.0	5
 -40.0	6
 -39.0	8
 -38.0	8
 -37.0	6
 -36.0	0
 -35.0	3
 -34.0	2
 -33.0	4.5
 -32.0	5
 -31.0	3
 -30.0	6
 -29.0	6
 -28.0	1
 -27.0	5
 -26.0	4
 -25.0	6
 -24.0	4
 -23.0	9
 -22.0	3
 -21.0	2
 -20.0	3
 -19.0	10
 -18.0	3
 -17.0	2
 -16.0	3
 -15.0	2
 -14.0	1
 -13.0	2
 -12.0	2
 -11.0	2
 -10.0	1
  -9.0	1
  -8.0	1
  -7.0	0
  -6.0	1.5
  -5.0	1
  -4.0	2
  -3.0	0
  -2.0	0
  -1.0	0
   0.0	0
   1.0	1
   2.0	0
   3.0	0
   4.0	0
   5.0	0
   6.0	0
   7.0	0
   8.0	0
   9.0	0
  10.0	1
  11.0	0
  12.0	1
  13.0	0
  14.0	1
  15.0	1
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	2
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	1
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
DB 0 MOTIF	FILTER_LEN20_220
 -80.0	9
 -79.0	4
 -78.0	6
 -77.0	3
 -76.0	2
 -75.0	3
 -74.0	6
 -73.0	6
 -72.0	7
 -71.0	2
 -70.0	2
 -69.0	7
 -68.0	5
 -67.0	7
 -66.0	7
 -65.0	7
 -64.0	4
 -63.0	3
 -62.0	4
 -61.0	6
 -60.0	5
 -59.0	11
 -58.0	6
 -57.0	5
 -56.0	5
 -55.0	4
 -54.0	4
 -53.0	1
 -52.0	3
 -51.0	6
 -50.0	4
 -49.0	3
 -48.0	10
 -47.0	8
 -46.0	8
 -45.0	3
 -44.0	2
 -43.0	1
 -42.0	5
 -41.0	7
 -40.0	6
 -39.0	3
 -38.0	8
 -37.0	6
 -36.0	3
 -35.0	5
 -34.0	7
 -33.0	3
 -32.0	11
 -31.0	17
 -30.0	8
 -29.0	4
 -28.0	1
 -27.0	6
 -26.0	4
 -25.0	0
 -24.0	3
 -23.0	6
 -22.0	3
 -21.0	1
 -20.0	5
 -19.0	1
 -18.0	1
 -17.0	1
 -16.0	3
 -15.0	4
 -14.0	1
 -13.0	3
 -12.0	4
 -11.0	0
 -10.0	1
  -9.0	2
  -8.0	1
  -7.0	0
  -6.0	3
  -5.0	2
  -4.0	0
  -3.0	1
  -2.0	1
  -1.0	0
   0.0	0
   1.0	0
   2.0	0
   3.0	1
   4.0	1
   5.0	0
   6.0	1
   7.0	0
   8.0	0
   9.0	1
  10.0	0
  11.0	1
  12.0	1
  13.0	0
  14.0	0
  15.0	1
  16.0	0
  17.0	0
  18.0	2
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	1
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
DB 0 MOTIF	FILTER_LEN20_221
 -80.0	5
 -79.0	8
 -78.0	3
 -77.0	0
 -76.0	1
 -75.0	1
 -74.0	3
 -73.0	2
 -72.0	0
 -71.0	1
 -70.0	1
 -69.0	0
 -68.0	3
 -67.0	1
 -66.0	1
 -65.0	3
 -64.0	0
 -63.0	1
 -62.0	1
 -61.0	0
 -60.0	5
 -59.0	2
 -58.0	0
 -57.0	1
 -56.0	1
 -55.0	6
 -54.0	2
 -53.0	2
 -52.0	2
 -51.0	0
 -50.0	1
 -49.0	3
 -48.0	6
 -47.0	0
 -46.0	2
 -45.0	2
 -44.0	1
 -43.0	4
 -42.0	2
 -41.0	4
 -40.0	3
 -39.0	6
 -38.0	1
 -37.0	1
 -36.0	2
 -35.0	3
 -34.0	2
 -33.0	4
 -32.0	2
 -31.0	0
 -30.0	2
 -29.0	5
 -28.0	0
 -27.0	3
 -26.0	1
 -25.0	1
 -24.0	1
 -23.0	2
 -22.0	0
 -21.0	2
 -20.0	0
 -19.0	2
 -18.0	1
 -17.0	1
 -16.0	1
 -15.0	1
 -14.0	0
 -13.0	1
 -12.0	1
 -11.0	0
 -10.0	0
  -9.0	0
  -8.0	2
  -7.0	0
  -6.0	1
  -5.0	0
  -4.0	0
  -3.0	0
  -2.0	0
  -1.0	0
   0.0	0
   1.0	0
   2.0	0
   3.0	0
   4.0	0
   5.0	0
   6.0	0
   7.0	0
   8.0	0
   9.0	0
  10.0	0
  11.0	0
  12.0	0
  13.0	0
  14.0	1
  15.0	0
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
DB 0 MOTIF	FILTER_LEN20_222
 -80.0	8
 -79.0	10
 -78.0	17.5
 -77.0	8
 -76.0	6
 -75.0	13
 -74.0	13
 -73.0	6
 -72.0	6
 -71.0	15
 -70.0	11
 -69.0	13
 -68.0	8
 -67.0	13
 -66.0	9
 -65.0	9
 -64.0	7
 -63.0	7
 -62.0	9
 -61.0	10
 -60.0	10
 -59.0	7
 -58.0	9
 -57.0	4
 -56.0	9
 -55.0	6
 -54.0	12.5
 -53.0	4
 -52.0	13
 -51.0	7
 -50.0	6
 -49.0	11
 -48.0	8
 -47.0	7
 -46.0	7
 -45.0	10
 -44.0	13
 -43.0	9
 -42.0	5
 -41.0	4
 -40.0	13
 -39.0	8
 -38.0	7
 -37.0	6
 -36.0	6
 -35.0	6
 -34.0	8
 -33.0	8
 -32.0	5
 -31.0	5
 -30.0	6
 -29.0	4
 -28.0	6
 -27.0	6
 -26.0	6
 -25.0	6
 -24.0	3
 -23.0	8
 -22.0	8
 -21.0	6
 -20.0	6
 -19.0	1
 -18.0	6
 -17.0	6
 -16.0	2
 -15.0	3
 -14.0	1
 -13.0	2
 -12.0	4
 -11.0	0
 -10.0	2
